pais,num_visitas,numero_modelos,pagina_mas_visitada,precio_maximo,precio_promedio,visitaspag1trousers,visitaspag2skirts,visitaspag3blouses,visitaspag4sales,target
Poland,9,9,3-blouses,57,39.666666666666664,2.0,3.0,4.0,0.0,0
Lithuania,22,21,3-blouses,77,45.95454545454545,1.0,9.0,12.0,0.0,0
Poland,7,6,1-trousers,72,47.57142857142857,4.0,2.0,1.0,1.0,1
Poland,3,2,2-skirts,50,42.0,0.0,2.0,1.0,0.0,0
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,9,9,3-blouses,62,45.333333333333336,2.0,3.0,4.0,1.0,1
Poland,2,2,1-trousers,38,35.5,2.0,0.0,0.0,0.0,0
Czech Republic,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Czech Republic,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Lithuania,17,14,2-skirts,67,48.94117647058823,2.0,12.0,3.0,0.0,0
Czech Republic,3,3,1-trousers,62,44.333333333333336,3.0,0.0,0.0,0.0,0
Poland,1,1,3-blouses,50,50.0,0.0,0.0,1.0,0.0,0
Poland,5,5,1-trousers,72,44.6,4.0,1.0,0.0,1.0,1
Lithuania,9,9,3-blouses,57,44.888888888888886,2.0,2.0,5.0,0.0,0
Poland,1,1,3-blouses,57,57.0,0.0,0.0,1.0,0.0,0
Czech Republic,6,6,1-trousers,72,50.833333333333336,6.0,0.0,0.0,0.0,0
net (*.net),1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
net (*.net),1,1,3-blouses,43,43.0,0.0,0.0,1.0,0.0,0
net (*.net),1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
net (*.net),1,1,3-blouses,28,28.0,0.0,0.0,1.0,0.0,0
net (*.net),1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
net (*.net),1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
net (*.net),1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
net (*.net),1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
net (*.net),1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Czech Republic,1,1,2-skirts,67,67.0,0.0,1.0,0.0,0.0,0
Czech Republic,15,12,1-trousers,67,51.8,7.0,5.0,3.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Czech Republic,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Czech Republic,7,7,1-trousers,62,47.714285714285715,7.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,3,3,2-skirts,52,42.666666666666664,1.0,2.0,0.0,0.0,0
Poland,4,3,1-trousers,50,41.0,2.0,0.0,2.0,0.0,0
Poland,4,3,2-skirts,62,57.0,0.0,4.0,0.0,0.0,0
Poland,13,13,1-trousers,82,55.23076923076923,7.0,3.0,3.0,2.0,1
Poland,22,15,1-trousers,82,51.04545454545455,22.0,0.0,0.0,9.0,1
Poland,2,2,2-skirts,38,38.0,0.0,2.0,0.0,0.0,0
Poland,2,2,1-trousers,62,61.0,2.0,0.0,0.0,0.0,0
Poland,26,25,3-blouses,82,47.0,9.0,7.0,10.0,0.0,0
Poland,4,4,1-trousers,82,47.75,4.0,0.0,0.0,0.0,0
Poland,6,6,2-skirts,67,56.333333333333336,1.0,5.0,0.0,8.0,1
Czech Republic,6,6,3-blouses,55,38.333333333333336,0.0,0.0,6.0,0.0,0
net (*.net),10,10,1-trousers,72,45.3,6.0,0.0,4.0,0.0,0
Czech Republic,8,8,1-trousers,72,44.625,6.0,1.0,1.0,0.0,0
Germany,8,6,1-trousers,72,50.75,8.0,0.0,0.0,0.0,0
net (*.net),3,3,2-skirts,62,46.0,1.0,2.0,0.0,0.0,0
Poland,8,8,2-skirts,62,45.0,2.0,3.0,3.0,0.0,0
com (*.com),1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,1.0,1
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,15,15,2-skirts,62,41.666666666666664,4.0,9.0,2.0,6.0,1
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,1.0,1
Poland,4,4,1-trousers,67,53.75,2.0,2.0,0.0,2.0,1
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Czech Republic,3,3,3-blouses,50,34.666666666666664,1.0,0.0,2.0,0.0,0
Czech Republic,2,2,1-trousers,82,60.0,2.0,0.0,0.0,0.0,0
Czech Republic,4,3,1-trousers,72,46.5,4.0,0.0,0.0,0.0,0
Czech Republic,3,2,2-skirts,52,52.0,0.0,3.0,0.0,0.0,0
Czech Republic,9,8,1-trousers,62,47.77777777777778,5.0,4.0,0.0,0.0,0
Czech Republic,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Czech Republic,6,5,3-blouses,48,33.333333333333336,0.0,2.0,4.0,0.0,0
Czech Republic,6,5,2-skirts,62,49.0,0.0,6.0,0.0,0.0,0
Poland,1,1,3-blouses,43,43.0,0.0,0.0,1.0,1.0,1
Poland,3,3,2-skirts,52,46.0,1.0,2.0,0.0,0.0,0
Poland,2,2,1-trousers,33,33.0,1.0,0.0,1.0,0.0,0
Poland,2,2,3-blouses,48,48.0,0.0,0.0,2.0,0.0,0
Poland,5,5,2-skirts,62,56.2,1.0,4.0,0.0,11.0,1
Poland,2,2,1-trousers,62,45.0,1.0,0.0,1.0,0.0,0
Poland,3,1,1-trousers,28,28.0,3.0,0.0,0.0,1.0,1
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,8.0,1
Poland,2,2,1-trousers,52,47.5,1.0,1.0,0.0,0.0,0
Poland,12,10,2-skirts,67,49.5,3.0,6.0,3.0,3.0,1
Poland,2,2,1-trousers,52,47.5,1.0,1.0,0.0,0.0,0
Poland,2,2,3-blouses,28,27.0,0.0,0.0,2.0,0.0,0
Poland,6,6,1-trousers,62,48.333333333333336,3.0,3.0,0.0,3.0,1
Poland,13,12,1-trousers,62,42.38461538461539,5.0,3.0,5.0,0.0,0
Norway,2,1,1-trousers,62,62.0,2.0,0.0,0.0,2.0,1
Czech Republic,40,23,1-trousers,67,46.35,35.0,5.0,0.0,0.0,0
Czech Republic,6,6,1-trousers,82,53.5,4.0,1.0,1.0,0.0,0
Poland,3,3,2-skirts,57,53.666666666666664,0.0,3.0,0.0,2.0,1
Poland,10,9,1-trousers,82,49.2,8.0,0.0,2.0,2.0,1
Poland,2,2,1-trousers,62,52.5,2.0,0.0,0.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,4,4,3-blouses,52,41.5,0.0,0.0,4.0,0.0,0
com (*.com),2,2,2-skirts,57,57.0,0.0,2.0,0.0,1.0,1
Poland,5,5,2-skirts,57,52.2,0.0,5.0,0.0,0.0,0
Poland,5,4,2-skirts,62,56.2,1.0,3.0,1.0,3.0,1
Poland,6,2,3-blouses,48,38.0,0.0,0.0,6.0,0.0,0
Poland,9,8,3-blouses,67,51.77777777777778,0.0,2.0,7.0,0.0,0
Poland,2,2,1-trousers,62,50.0,2.0,0.0,0.0,0.0,0
Poland,4,4,3-blouses,62,45.0,1.0,1.0,2.0,0.0,0
Czech Republic,4,4,1-trousers,33,31.75,3.0,0.0,1.0,0.0,0
Poland,16,12,3-blouses,62,45.8125,2.0,6.0,8.0,0.0,0
Poland,4,4,1-trousers,57,45.0,2.0,0.0,2.0,0.0,0
Poland,3,3,2-skirts,67,55.666666666666664,0.0,3.0,0.0,4.0,1
Poland,8,8,1-trousers,62,47.75,5.0,0.0,3.0,4.0,1
Poland,6,5,1-trousers,72,46.166666666666664,6.0,0.0,0.0,4.0,1
Poland,3,3,3-blouses,57,51.0,0.0,0.0,3.0,0.0,0
Czech Republic,5,5,3-blouses,48,37.0,0.0,0.0,5.0,0.0,0
Czech Republic,17,17,3-blouses,62,43.05882352941177,3.0,2.0,12.0,0.0,0
Poland,11,11,1-trousers,62,41.90909090909091,7.0,3.0,1.0,4.0,1
Poland,3,3,3-blouses,57,44.333333333333336,0.0,1.0,2.0,2.0,1
Poland,8,8,1-trousers,62,46.75,5.0,0.0,3.0,2.0,1
Czech Republic,5,5,2-skirts,52,44.6,1.0,4.0,0.0,0.0,0
net (*.net),13,7,1-trousers,82,53.0,13.0,0.0,0.0,0.0,0
Poland,1,1,2-skirts,67,67.0,0.0,1.0,0.0,0.0,0
Poland,2,2,3-blouses,52,40.0,0.0,0.0,2.0,1.0,1
Czech Republic,25,25,2-skirts,67,48.0,0.0,21.0,4.0,0.0,0
Poland,3,3,2-skirts,52,49.0,0.0,3.0,0.0,0.0,0
Czech Republic,3,3,1-trousers,48,39.666666666666664,2.0,0.0,1.0,0.0,0
Czech Republic,2,2,1-trousers,62,45.0,2.0,0.0,0.0,0.0,0
Poland,3,3,1-trousers,62,46.0,3.0,0.0,0.0,0.0,0
Lithuania,23,22,2-skirts,77,50.130434782608695,0.0,14.0,9.0,0.0,0
Czech Republic,2,2,2-skirts,57,54.5,0.0,2.0,0.0,0.0,0
Poland,31,30,1-trousers,67,46.0,15.0,14.0,2.0,0.0,0
Czech Republic,6,6,3-blouses,67,44.333333333333336,1.0,2.0,3.0,0.0,0
Czech Republic,6,6,2-skirts,57,45.166666666666664,1.0,5.0,0.0,0.0,0
Poland,4,3,2-skirts,62,51.0,0.0,4.0,0.0,1.0,1
Lithuania,4,3,1-trousers,62,56.0,4.0,0.0,0.0,0.0,0
Poland,3,3,3-blouses,52,50.0,0.0,0.0,3.0,0.0,0
Denmark,10,10,1-trousers,57,38.4,4.0,2.0,4.0,0.0,0
Poland,5,4,2-skirts,67,43.8,0.0,5.0,0.0,0.0,0
net (*.net),2,1,1-trousers,33,33.0,2.0,0.0,0.0,0.0,0
Czech Republic,4,4,1-trousers,48,39.25,2.0,0.0,2.0,0.0,0
Poland,11,11,1-trousers,82,45.18181818181818,4.0,4.0,3.0,16.0,1
Poland,32,30,3-blouses,62,39.53125,13.0,0.0,19.0,1.0,1
Poland,15,15,3-blouses,62,47.333333333333336,3.0,3.0,9.0,8.0,1
United Kingdom,1,1,1-trousers,72,72.0,1.0,0.0,0.0,1.0,1
Poland,5,4,1-trousers,62,57.2,3.0,2.0,0.0,1.0,1
Lithuania,7,6,1-trousers,62,41.285714285714285,3.0,3.0,1.0,0.0,0
Czech Republic,13,12,2-skirts,72,47.23076923076923,4.0,6.0,3.0,0.0,0
Czech Republic,4,4,1-trousers,82,56.25,4.0,0.0,0.0,0.0,0
Czech Republic,7,6,3-blouses,48,38.0,1.0,0.0,6.0,0.0,0
Lithuania,2,2,2-skirts,57,57.0,0.0,2.0,0.0,0.0,0
Poland,12,9,2-skirts,57,44.416666666666664,0.0,6.0,6.0,7.0,1
Poland,2,2,1-trousers,57,50.0,1.0,0.0,1.0,5.0,1
Poland,2,2,2-skirts,57,52.5,0.0,1.0,1.0,1.0,1
Poland,21,18,1-trousers,67,46.904761904761905,8.0,8.0,5.0,5.0,1
Poland,16,16,2-skirts,62,47.0625,6.0,7.0,3.0,0.0,0
Poland,1,1,3-blouses,28,28.0,0.0,0.0,1.0,0.0,0
Poland,2,2,2-skirts,52,45.0,0.0,2.0,0.0,0.0,0
Poland,3,3,1-trousers,62,44.333333333333336,2.0,1.0,0.0,2.0,1
Poland,4,4,2-skirts,62,56.0,0.0,4.0,0.0,0.0,0
Poland,11,10,2-skirts,67,48.18181818181818,2.0,5.0,4.0,1.0,1
United Kingdom,1,1,1-trousers,72,72.0,1.0,0.0,0.0,1.0,1
Poland,7,7,3-blouses,57,36.857142857142854,1.0,0.0,6.0,0.0,0
Czech Republic,11,11,1-trousers,62,48.27272727272727,6.0,5.0,0.0,0.0,0
Czech Republic,2,2,1-trousers,43,40.5,1.0,1.0,0.0,0.0,0
Poland,6,6,3-blouses,43,32.166666666666664,0.0,0.0,6.0,0.0,0
Czech Republic,6,6,1-trousers,62,42.666666666666664,4.0,2.0,0.0,0.0,0
Czech Republic,3,3,3-blouses,48,48.0,0.0,0.0,3.0,0.0,0
Czech Republic,25,18,3-blouses,60,42.12,3.0,9.0,13.0,0.0,0
Poland,4,4,1-trousers,72,46.5,3.0,0.0,1.0,2.0,1
Czech Republic,4,4,1-trousers,43,40.5,4.0,0.0,0.0,0.0,0
Netherlands,19,19,3-blouses,67,43.526315789473685,0.0,6.0,13.0,6.0,1
Czech Republic,1,1,3-blouses,43,43.0,0.0,0.0,1.0,0.0,0
Poland,7,7,3-blouses,77,46.714285714285715,1.0,0.0,6.0,6.0,1
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
Czech Republic,2,2,1-trousers,52,45.0,1.0,1.0,0.0,0.0,0
Poland,2,2,2-skirts,52,45.0,0.0,2.0,0.0,4.0,1
Poland,3,3,3-blouses,57,42.666666666666664,1.0,0.0,2.0,2.0,1
Poland,1,1,3-blouses,28,28.0,0.0,0.0,1.0,0.0,0
Poland,9,6,2-skirts,62,52.333333333333336,2.0,7.0,0.0,0.0,0
Poland,6,6,1-trousers,62,46.0,3.0,2.0,1.0,0.0,0
Poland,1,1,3-blouses,28,28.0,0.0,0.0,1.0,0.0,0
Lithuania,29,27,1-trousers,62,46.03448275862069,16.0,10.0,3.0,1.0,1
Lithuania,3,3,1-trousers,62,47.666666666666664,3.0,0.0,0.0,0.0,0
Croatia,7,7,3-blouses,57,37.142857142857146,1.0,2.0,4.0,0.0,0
Lithuania,16,16,3-blouses,62,45.9375,7.0,0.0,9.0,0.0,0
Poland,2,2,3-blouses,48,48.0,0.0,0.0,2.0,0.0,0
Poland,1,1,3-blouses,28,28.0,0.0,0.0,1.0,0.0,0
Poland,4,4,2-skirts,67,56.0,1.0,3.0,0.0,0.0,0
Poland,6,6,2-skirts,67,45.166666666666664,0.0,6.0,0.0,1.0,1
Poland,16,14,2-skirts,67,44.9375,5.0,8.0,3.0,0.0,0
Poland,20,20,1-trousers,62,44.45,11.0,0.0,9.0,13.0,1
Poland,2,2,1-trousers,62,62.0,1.0,1.0,0.0,1.0,1
Poland,4,4,1-trousers,50,42.25,3.0,0.0,1.0,0.0,0
Czech Republic,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,1,1,3-blouses,52,52.0,0.0,0.0,1.0,0.0,0
Poland,1,1,3-blouses,28,28.0,0.0,0.0,1.0,0.0,0
Czech Republic,2,2,2-skirts,43,40.5,0.0,2.0,0.0,0.0,0
Lithuania,12,11,1-trousers,82,48.666666666666664,12.0,0.0,0.0,0.0,0
Poland,2,2,2-skirts,38,38.0,0.0,2.0,0.0,0.0,0
Poland,5,5,1-trousers,72,46.6,5.0,0.0,0.0,4.0,1
Czech Republic,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,2,2,1-trousers,48,38.0,1.0,0.0,1.0,0.0,0
Czech Republic,9,8,1-trousers,72,48.111111111111114,5.0,4.0,0.0,0.0,0
Czech Republic,1,1,1-trousers,33,33.0,1.0,0.0,0.0,0.0,0
Ireland,5,5,1-trousers,62,45.8,5.0,0.0,0.0,0.0,0
Ireland,4,4,1-trousers,48,40.5,2.0,0.0,2.0,0.0,0
Poland,4,4,2-skirts,57,49.75,0.0,4.0,0.0,13.0,1
Poland,7,7,1-trousers,62,39.285714285714285,7.0,0.0,0.0,19.0,1
Poland,1,1,3-blouses,33,33.0,0.0,0.0,1.0,0.0,0
Czech Republic,6,5,1-trousers,82,54.833333333333336,4.0,2.0,0.0,0.0,0
Denmark,9,6,1-trousers,72,49.888888888888886,9.0,0.0,0.0,0.0,0
United Kingdom,1,1,2-skirts,43,43.0,0.0,1.0,0.0,1.0,1
Poland,1,1,2-skirts,67,67.0,0.0,1.0,0.0,0.0,0
Poland,4,4,2-skirts,57,42.75,0.0,4.0,0.0,0.0,0
Poland,4,4,1-trousers,43,39.25,4.0,0.0,0.0,0.0,0
Czech Republic,9,9,3-blouses,67,49.22222222222222,2.0,3.0,4.0,0.0,0
Czech Republic,10,10,1-trousers,82,49.9,6.0,1.0,3.0,1.0,1
Poland,2,2,1-trousers,62,61.0,2.0,0.0,0.0,0.0,0
Poland,5,5,1-trousers,48,44.0,2.0,1.0,2.0,5.0,1
Czech Republic,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,3,3,1-trousers,62,54.0,3.0,0.0,0.0,3.0,1
Poland,8,8,2-skirts,57,44.625,0.0,5.0,3.0,10.0,1
Poland,5,5,1-trousers,52,37.8,2.0,2.0,1.0,0.0,0
Poland,18,17,1-trousers,82,44.888888888888886,10.0,5.0,3.0,15.0,1
Poland,18,18,1-trousers,82,45.0,9.0,2.0,7.0,2.0,1
Poland,9,9,3-blouses,57,39.44444444444444,2.0,3.0,4.0,0.0,0
Poland,14,14,1-trousers,62,43.142857142857146,9.0,1.0,4.0,0.0,0
Poland,2,2,1-trousers,62,59.5,1.0,1.0,0.0,2.0,1
Poland,7,7,1-trousers,62,44.0,4.0,3.0,0.0,0.0,0
Poland,3,3,3-blouses,57,51.0,0.0,1.0,2.0,0.0,0
Poland,9,9,2-skirts,67,50.666666666666664,3.0,5.0,1.0,6.0,1
Poland,4,4,1-trousers,43,38.0,4.0,0.0,0.0,1.0,1
Poland,4,4,3-blouses,48,36.75,0.0,1.0,3.0,0.0,0
Poland,12,8,1-trousers,82,49.75,8.0,2.0,2.0,2.0,1
Poland,4,4,3-blouses,57,40.25,0.0,1.0,3.0,1.0,1
Poland,5,5,1-trousers,67,51.6,2.0,2.0,1.0,2.0,1
Poland,10,8,2-skirts,67,46.1,2.0,6.0,2.0,1.0,1
Poland,1,1,2-skirts,67,67.0,0.0,1.0,0.0,0.0,0
Poland,3,2,3-blouses,48,34.666666666666664,0.0,0.0,3.0,2.0,1
Poland,6,6,2-skirts,62,45.833333333333336,2.0,3.0,1.0,0.0,0
Poland,15,15,1-trousers,67,49.8,7.0,5.0,3.0,5.0,1
Poland,1,1,3-blouses,28,28.0,0.0,0.0,1.0,2.0,1
Poland,4,3,3-blouses,48,38.5,1.0,0.0,3.0,1.0,1
Poland,9,9,1-trousers,62,46.666666666666664,6.0,1.0,2.0,6.0,1
Poland,4,4,2-skirts,57,45.0,1.0,2.0,1.0,1.0,1
Poland,3,3,3-blouses,48,48.0,0.0,0.0,3.0,4.0,1
Poland,7,5,1-trousers,62,37.857142857142854,3.0,2.0,2.0,3.0,1
Poland,9,9,2-skirts,62,53.111111111111114,2.0,5.0,2.0,0.0,0
Poland,4,4,2-skirts,62,47.5,1.0,3.0,0.0,0.0,0
Poland,8,8,1-trousers,60,43.125,6.0,0.0,2.0,10.0,1
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Poland,5,5,3-blouses,48,42.0,0.0,0.0,5.0,2.0,1
Poland,2,2,2-skirts,57,50.0,0.0,2.0,0.0,0.0,0
Poland,1,1,1-trousers,28,28.0,1.0,0.0,0.0,1.0,1
Poland,1,1,2-skirts,62,62.0,0.0,1.0,0.0,0.0,0
Poland,18,15,2-skirts,57,46.888888888888886,0.0,16.0,2.0,42.0,1
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,1.0,1
Poland,3,3,3-blouses,57,41.666666666666664,0.0,0.0,3.0,1.0,1
Poland,4,4,1-trousers,62,40.25,4.0,0.0,0.0,8.0,1
Poland,1,1,3-blouses,28,28.0,0.0,0.0,1.0,0.0,0
Poland,8,5,2-skirts,67,49.5,0.0,8.0,0.0,0.0,0
Poland,3,3,1-trousers,62,42.666666666666664,2.0,0.0,1.0,2.0,1
Poland,11,9,1-trousers,82,52.90909090909091,10.0,0.0,1.0,0.0,0
Poland,2,2,1-trousers,62,52.5,2.0,0.0,0.0,0.0,0
Slovakia,49,23,3-blouses,57,44.265306122448976,0.0,2.0,47.0,0.0,0
Slovakia,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,8,6,1-trousers,62,37.875,4.0,0.0,4.0,2.0,1
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,2,1,1-trousers,62,62.0,2.0,0.0,0.0,0.0,0
Poland,4,3,2-skirts,62,44.0,0.0,4.0,0.0,5.0,1
Poland,11,10,2-skirts,67,48.45454545454545,0.0,8.0,3.0,0.0,0
Poland,2,2,1-trousers,60,49.0,2.0,0.0,0.0,0.0,0
Poland,2,2,1-trousers,48,45.5,1.0,0.0,1.0,0.0,0
Poland,2,2,1-trousers,38,38.0,1.0,1.0,0.0,0.0,0
Poland,4,4,2-skirts,52,42.75,0.0,2.0,2.0,1.0,1
Poland,3,3,1-trousers,62,60.333333333333336,2.0,1.0,0.0,0.0,0
Poland,2,2,2-skirts,55,53.5,0.0,1.0,1.0,1.0,1
Czech Republic,5,5,1-trousers,72,42.6,3.0,1.0,1.0,0.0,0
Poland,2,2,1-trousers,28,25.5,1.0,0.0,1.0,0.0,0
Poland,8,7,1-trousers,72,50.0,4.0,0.0,4.0,3.0,1
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,4,4,2-skirts,67,52.5,0.0,4.0,0.0,0.0,0
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,2.0,1
Poland,4,4,1-trousers,72,57.25,3.0,1.0,0.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Czech Republic,4,4,3-blouses,60,41.0,1.0,0.0,3.0,0.0,0
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
Poland,3,3,2-skirts,52,41.0,0.0,2.0,1.0,1.0,1
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,2,2,2-skirts,67,62.0,0.0,2.0,0.0,0.0,0
Poland,8,8,2-skirts,67,56.5,1.0,7.0,0.0,5.0,1
Poland,16,8,1-trousers,62,45.875,16.0,0.0,0.0,4.0,1
Poland,10,9,1-trousers,62,47.2,10.0,0.0,0.0,0.0,0
Poland,3,3,3-blouses,48,36.333333333333336,0.0,0.0,3.0,0.0,0
Poland,8,8,3-blouses,67,45.875,0.0,3.0,5.0,0.0,0
Poland,3,3,1-trousers,38,36.333333333333336,3.0,0.0,0.0,0.0,0
Poland,4,3,1-trousers,52,42.75,2.0,1.0,1.0,0.0,0
Czech Republic,12,12,1-trousers,57,41.083333333333336,4.0,4.0,4.0,0.0,0
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,1.0,1
Poland,6,5,1-trousers,82,51.666666666666664,6.0,0.0,0.0,0.0,0
Poland,9,8,2-skirts,67,51.44444444444444,0.0,6.0,3.0,0.0,0
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,2,2,1-trousers,43,38.0,2.0,0.0,0.0,0.0,0
Poland,7,7,1-trousers,82,51.285714285714285,3.0,2.0,2.0,0.0,0
Poland,26,26,3-blouses,67,44.53846153846154,2.0,4.0,20.0,9.0,1
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,5,5,3-blouses,57,48.6,1.0,0.0,4.0,2.0,1
Poland,27,27,3-blouses,82,43.407407407407405,8.0,3.0,16.0,1.0,1
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,4,4,2-skirts,67,56.0,0.0,4.0,0.0,0.0,0
Poland,2,2,2-skirts,57,54.5,0.0,2.0,0.0,2.0,1
Poland,3,3,2-skirts,52,52.0,0.0,3.0,0.0,0.0,0
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,2,2,1-trousers,52,40.0,1.0,0.0,1.0,7.0,1
Poland,3,2,2-skirts,57,50.666666666666664,0.0,3.0,0.0,0.0,0
Poland,4,4,1-trousers,57,45.0,2.0,2.0,0.0,1.0,1
Poland,6,6,1-trousers,62,39.5,4.0,0.0,2.0,0.0,0
Poland,2,2,1-trousers,38,35.5,2.0,0.0,0.0,2.0,1
Poland,1,1,1-trousers,72,72.0,1.0,0.0,0.0,0.0,0
Poland,13,12,1-trousers,72,43.92307692307692,9.0,0.0,4.0,3.0,1
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,2.0,1
Poland,3,3,1-trousers,62,51.666666666666664,2.0,1.0,0.0,0.0,0
Poland,3,3,2-skirts,67,52.333333333333336,0.0,3.0,0.0,0.0,0
Poland,1,1,3-blouses,28,28.0,0.0,0.0,1.0,2.0,1
Poland,3,3,1-trousers,62,47.666666666666664,3.0,0.0,0.0,1.0,1
Poland,1,1,2-skirts,62,62.0,0.0,1.0,0.0,0.0,0
Poland,2,2,3-blouses,48,43.0,0.0,0.0,2.0,3.0,1
Poland,4,4,2-skirts,62,50.25,1.0,2.0,1.0,0.0,0
Poland,9,9,2-skirts,67,51.333333333333336,1.0,8.0,0.0,0.0,0
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,6.0,1
Poland,10,9,3-blouses,55,44.2,0.0,0.0,10.0,0.0,0
Poland,2,2,3-blouses,48,48.0,0.0,0.0,2.0,1.0,1
Poland,12,9,2-skirts,57,48.333333333333336,1.0,7.0,4.0,7.0,1
Poland,9,9,2-skirts,67,51.333333333333336,3.0,6.0,0.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,4,4,1-trousers,57,39.0,2.0,2.0,0.0,0.0,0
Poland,1,1,2-skirts,67,67.0,0.0,1.0,0.0,0.0,0
Czech Republic,13,9,1-trousers,82,55.30769230769231,10.0,0.0,3.0,0.0,0
Poland,7,7,2-skirts,67,50.285714285714285,0.0,5.0,2.0,0.0,0
com (*.com),1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,4,4,2-skirts,67,54.75,1.0,3.0,0.0,0.0,0
Poland,3,3,1-trousers,62,47.333333333333336,2.0,1.0,0.0,3.0,1
Poland,5,5,3-blouses,48,36.0,0.0,0.0,5.0,0.0,0
Poland,1,1,1-trousers,28,28.0,1.0,0.0,0.0,2.0,1
Poland,11,11,3-blouses,72,44.90909090909091,3.0,2.0,6.0,2.0,1
Poland,1,1,3-blouses,23,23.0,0.0,0.0,1.0,0.0,0
Poland,2,2,1-trousers,62,52.5,2.0,0.0,0.0,0.0,0
Poland,3,3,3-blouses,62,53.333333333333336,0.0,1.0,2.0,3.0,1
Poland,5,5,2-skirts,57,44.6,1.0,3.0,1.0,7.0,1
Poland,6,6,2-skirts,67,50.666666666666664,0.0,6.0,0.0,0.0,0
Poland,5,5,1-trousers,57,40.8,3.0,1.0,1.0,0.0,0
Poland,8,8,2-skirts,57,44.375,1.0,6.0,1.0,3.0,1
Poland,10,9,3-blouses,62,48.1,3.0,0.0,7.0,1.0,1
Poland,5,5,2-skirts,67,55.2,1.0,4.0,0.0,4.0,1
Poland,11,11,1-trousers,60,43.0,6.0,0.0,5.0,0.0,0
Poland,2,2,3-blouses,28,28.0,0.0,0.0,2.0,0.0,0
Czech Republic,20,20,3-blouses,77,46.1,3.0,7.0,10.0,0.0,0
Czech Republic,6,5,1-trousers,62,40.166666666666664,5.0,0.0,1.0,0.0,0
Poland,3,2,2-skirts,57,50.666666666666664,0.0,3.0,0.0,0.0,0
Luxembourg,1,1,1-trousers,33,33.0,1.0,0.0,0.0,0.0,0
Poland,1,1,3-blouses,52,52.0,0.0,0.0,1.0,0.0,0
Poland,3,2,3-blouses,48,43.0,1.0,0.0,2.0,0.0,0
Poland,1,1,1-trousers,33,33.0,1.0,0.0,0.0,1.0,1
Poland,8,6,1-trousers,62,47.0,4.0,2.0,2.0,0.0,0
